원본	매칭용처리후	법정동코드
경상북도 영천시 북안면 원당리	경상북도 영천시 북안면 원당리	4723039039
경상북도 영천시 북안면 유상리	경상북도 영천시 북안면 유상리	4723039044
경상북도 영천시 북안면 유하리	경상북도 영천시 북안면 유하리	4723039043
경상북도 영천시 북안면 임포리	경상북도 영천시 북안면 임포리	4723039034
경상북도 영천시 북안면 자포리	경상북도 영천시 북안면 자포리	4723039036
경상북도 영천시 북안면 효리	경상북도 영천시 북안면 효리	4723039029
경상북도 영천시 서산동	경상북도 영천시 서산동	4723013000
경상북도 영천시 성내동	경상북도 영천시 성내동	4723010900
경상북도 영천시 신기동	경상북도 영천시 신기동	4723012900
경상북도 영천시 신녕면 가천리	경상북도 영천시 신녕면 가천리	4723032031
경상북도 영천시 신녕면 매양리	경상북도 영천시 신녕면 매양리	4723032026
경상북도 영천시 신녕면 부산리	경상북도 영천시 신녕면 부산리	4723032022
경상북도 영천시 신녕면 신덕리	경상북도 영천시 신녕면 신덕리	4723032029
경상북도 영천시 신녕면 연정리	경상북도 영천시 신녕면 연정리	4723032030
경상북도 영천시 신녕면 완전리	경상북도 영천시 신녕면 완전리	4723032028
경상북도 영천시 신녕면 왕산리	경상북도 영천시 신녕면 왕산리	4723032025
경상북도 영천시 신녕면 치산리	경상북도 영천시 신녕면 치산리	4723032021
경상북도 영천시 신녕면 화남리	경상북도 영천시 신녕면 화남리	4723032024
경상북도 영천시 신녕면 화서리	경상북도 영천시 신녕면 화서리	4723032023
경상북도 영천시 신녕면 화성리	경상북도 영천시 신녕면 화성리	4723032027
경상북도 영천시 쌍계동	경상북도 영천시 쌍계동	4723012500
경상북도 영천시 야사동	경상북도 영천시 야사동	4723010300
경상북도 영천시 언하동	경상북도 영천시 언하동	4723012800
경상북도 영천시 오미동	경상북도 영천시 오미동	4723012300
경상북도 영천시 오수동	경상북도 영천시 오수동	4723012400
경상북도 영천시 완산동	경상북도 영천시 완산동	4723011300
경상북도 영천시 임고면 고천리	경상북도 영천시 임고면 고천리	4723037032
경상북도 영천시 임고면 금대리	경상북도 영천시 임고면 금대리	4723037028
경상북도 영천시 임고면 덕연리	경상북도 영천시 임고면 덕연리	4723037023
경상북도 영천시 임고면 매호리	경상북도 영천시 임고면 매호리	4723037033
경상북도 영천시 임고면 사리	경상북도 영천시 임고면 사리	4723037029
경상북도 영천시 임고면 삼매리	경상북도 영천시 임고면 삼매리	4723037024
경상북도 영천시 임고면 선원리	경상북도 영천시 임고면 선원리	4723037022
경상북도 영천시 임고면 수성리	경상북도 영천시 임고면 수성리	4723037030
경상북도 영천시 임고면 양평리	경상북도 영천시 임고면 양평리	4723037034
경상북도 영천시 임고면 양항리	경상북도 영천시 임고면 양항리	4723037021
경상북도 영천시 임고면 우항리	경상북도 영천시 임고면 우항리	4723037031
경상북도 영천시 임고면 평천리	경상북도 영천시 임고면 평천리	4723037025
경상북도 영천시 임고면 황강리	경상북도 영천시 임고면 황강리	4723037026
경상북도 영천시 임고면 효리	경상북도 영천시 임고면 효리	4723037027
경상북도 영천시 자양면 노항리	경상북도 영천시 자양면 노항리	4723036027
경상북도 영천시 자양면 도일리	경상북도 영천시 자양면 도일리	4723036022
경상북도 영천시 자양면 보현리	경상북도 영천시 자양면 보현리	4723036021
경상북도 영천시 자양면 삼귀리	경상북도 영천시 자양면 삼귀리	4723036024
경상북도 영천시 자양면 성곡리	경상북도 영천시 자양면 성곡리	4723036028
경상북도 영천시 자양면 신방리	경상북도 영천시 자양면 신방리	4723036026
경상북도 영천시 자양면 용산리	경상북도 영천시 자양면 용산리	4723036025
경상북도 영천시 자양면 용화리	경상북도 영천시 자양면 용화리	4723036029
경상북도 영천시 자양면 충효리	경상북도 영천시 자양면 충효리	4723036023
경상북도 영천시 작산동	경상북도 영천시 작산동	4723011500
경상북도 영천시 조교동	경상북도 영천시 조교동	4723010100
경상북도 영천시 창구동	경상북도 영천시 창구동	4723010600
경상북도 영천시 채신동	경상북도 영천시 채신동	4723011800
경상북도 영천시 청통면 계지리	경상북도 영천시 청통면 계지리	4723031033
경상북도 영천시 청통면 계포리	경상북도 영천시 청통면 계포리	4723031032
경상북도 영천시 청통면 대평리	경상북도 영천시 청통면 대평리	4723031025
경상북도 영천시 청통면 보성리	경상북도 영천시 청통면 보성리	4723031023
경상북도 영천시 청통면 송천리	경상북도 영천시 청통면 송천리	4723031027
경상북도 영천시 청통면 신덕리	경상북도 영천시 청통면 신덕리	4723031024
경상북도 영천시 청통면 신원리	경상북도 영천시 청통면 신원리	4723031034
경상북도 영천시 청통면 신학리	경상북도 영천시 청통면 신학리	4723031029
경상북도 영천시 청통면 애련리	경상북도 영천시 청통면 애련리	4723031031
경상북도 영천시 청통면 용천리	경상북도 영천시 청통면 용천리	4723031035
경상북도 영천시 청통면 우천리	경상북도 영천시 청통면 우천리	4723031022
경상북도 영천시 청통면 원촌리	경상북도 영천시 청통면 원촌리	4723031028
경상북도 영천시 청통면 죽정리	경상북도 영천시 청통면 죽정리	4723031026
경상북도 영천시 청통면 치일리	경상북도 영천시 청통면 치일리	4723031030
경상북도 영천시 청통면 호당리	경상북도 영천시 청통면 호당리	4723031021
경상북도 영천시 화남면 구전리	경상북도 영천시 화남면 구전리	4723035031
경상북도 영천시 화남면 귀호리	경상북도 영천시 화남면 귀호리	4723035028
경상북도 영천시 화남면 금호리	경상북도 영천시 화남면 금호리	4723035021
경상북도 영천시 화남면 대천리	경상북도 영천시 화남면 대천리	4723035025
경상북도 영천시 화남면 사천리	경상북도 영천시 화남면 사천리	4723035024
경상북도 영천시 화남면 삼창리	경상북도 영천시 화남면 삼창리	4723035027
경상북도 영천시 화남면 선천리	경상북도 영천시 화남면 선천리	4723035026
경상북도 영천시 화남면 신호리	경상북도 영천시 화남면 신호리	4723035023
경상북도 영천시 화남면 안천리	경상북도 영천시 화남면 안천리	4723035029
경상북도 영천시 화남면 온천리	경상북도 영천시 화남면 온천리	4723035030
경상북도 영천시 화남면 용계리	경상북도 영천시 화남면 용계리	4723035032
경상북도 영천시 화남면 월곡리	경상북도 영천시 화남면 월곡리	4723035033
경상북도 영천시 화남면 죽곡리	경상북도 영천시 화남면 죽곡리	4723035022
경상북도 영천시 화룡동	경상북도 영천시 화룡동	4723011000
경상북도 영천시 화북면 공덕리	경상북도 영천시 화북면 공덕리	4723034031
경상북도 영천시 화북면 법화리	경상북도 영천시 화북면 법화리	4723034025
경상북도 영천시 화북면 상송리	경상북도 영천시 화북면 상송리	4723034027
경상북도 영천시 화북면 오동리	경상북도 영천시 화북면 오동리	4723034034
경상북도 영천시 화북면 오산리	경상북도 영천시 화북면 오산리	4723034032
경상북도 영천시 화북면 옥계리	경상북도 영천시 화북면 옥계리	4723034022
경상북도 영천시 화북면 용소리	경상북도 영천시 화북면 용소리	4723034024
경상북도 영천시 화북면 입석리	경상북도 영천시 화북면 입석리	4723034023
경상북도 영천시 화북면 자천리	경상북도 영천시 화북면 자천리	4723034021
경상북도 영천시 화북면 정각리	경상북도 영천시 화북면 정각리	4723034029
경상북도 영천시 화북면 죽전리	경상북도 영천시 화북면 죽전리	4723034028
경상북도 영천시 화북면 하송리	경상북도 영천시 화북면 하송리	4723034026
경상북도 영천시 화북면 횡계리	경상북도 영천시 화북면 횡계리	4723034030
경상북도 영천시 화산면 가상리	경상북도 영천시 화산면 가상리	4723033027
경상북도 영천시 화산면 당곡리	경상북도 영천시 화산면 당곡리	4723033032
경상북도 영천시 화산면 당지리	경상북도 영천시 화산면 당지리	4723033025
경상북도 영천시 화산면 대기리	경상북도 영천시 화산면 대기리	4723033028
경상북도 영천시 화산면 대안리	경상북도 영천시 화산면 대안리	4723033023
경상북도 영천시 화산면 덕암리	경상북도 영천시 화산면 덕암리	4723033022
경상북도 영천시 화산면 부계리	경상북도 영천시 화산면 부계리	4723033034
경상북도 영천시 화산면 삼부리	경상북도 영천시 화산면 삼부리	4723033030
경상북도 영천시 화산면 석촌리	경상북도 영천시 화산면 석촌리	4723033031
경상북도 영천시 화산면 암기리	경상북도 영천시 화산면 암기리	4723033029
경상북도 영천시 화산면 연계리	경상북도 영천시 화산면 연계리	4723033021
경상북도 영천시 화산면 용평리	경상북도 영천시 화산면 용평리	4723033035
경상북도 영천시 화산면 유성리	경상북도 영천시 화산면 유성리	4723033033
경상북도 영천시 화산면 화산리	경상북도 영천시 화산면 화산리	4723033026
경상북도 영천시 화산면 효정리	경상북도 영천시 화산면 효정리	4723033024
경상북도 예천군 감천면 관현리	경상북도 예천군 감천면 관현리	4790034038
경상북도 예천군 감천면 대맥리	경상북도 예천군 감천면 대맥리	4790034048
경상북도 예천군 감천면 덕율리	경상북도 예천군 감천면 덕율리	4790034037
경상북도 예천군 감천면 돈산리	경상북도 예천군 감천면 돈산리	4790034045
경상북도 예천군 감천면 마촌리	경상북도 예천군 감천면 마촌리	4790034050
경상북도 예천군 감천면 미석리	경상북도 예천군 감천면 미석리	4790034047
경상북도 예천군 감천면 벌방리	경상북도 예천군 감천면 벌방리	4790034041
경상북도 예천군 감천면 수한리	경상북도 예천군 감천면 수한리	4790034042
경상북도 예천군 감천면 유리	경상북도 예천군 감천면 유리	4790034046
경상북도 예천군 감천면 장산리	경상북도 예천군 감천면 장산리	4790034049
경상북도 예천군 감천면 증거리	경상북도 예천군 감천면 증거리	4790034044
경상북도 예천군 감천면 진평리	경상북도 예천군 감천면 진평리	4790034040
경상북도 예천군 감천면 천향리	경상북도 예천군 감천면 천향리	4790034039
경상북도 예천군 감천면 포리	경상북도 예천군 감천면 포리	4790034036
경상북도 예천군 감천면 현내리	경상북도 예천군 감천면 현내리	4790034043
경상북도 예천군 개포면 가곡리	경상북도 예천군 개포면 가곡리	4790039027
경상북도 예천군 개포면 갈마리	경상북도 예천군 개포면 갈마리	4790039031
경상북도 예천군 개포면 경진리	경상북도 예천군 개포면 경진리	4790039022
경상북도 예천군 개포면 금리	경상북도 예천군 개포면 금리	4790039021
경상북도 예천군 개포면 동송리	경상북도 예천군 개포면 동송리	4790039023
경상북도 예천군 개포면 신음리	경상북도 예천군 개포면 신음리	4790039026
경상북도 예천군 개포면 우감리	경상북도 예천군 개포면 우감리	4790039025
경상북도 예천군 개포면 이사리	경상북도 예천군 개포면 이사리	4790039024
경상북도 예천군 개포면 입암리	경상북도 예천군 개포면 입암리	4790039030
경상북도 예천군 개포면 장송리	경상북도 예천군 개포면 장송리	4790039029
경상북도 예천군 개포면 풍정리	경상북도 예천군 개포면 풍정리	4790039032
경상북도 예천군 개포면 황산리	경상북도 예천군 개포면 황산리	4790039028
경상북도 예천군 보문면 간방리	경상북도 예천군 보문면 간방리	4790035037
경상북도 예천군 보문면 기곡리	경상북도 예천군 보문면 기곡리	4790035040
경상북도 예천군 보문면 독양리	경상북도 예천군 보문면 독양리	4790035038
경상북도 예천군 보문면 미호리	경상북도 예천군 보문면 미호리	4790035034
경상북도 예천군 보문면 산성리	경상북도 예천군 보문면 산성리	4790035042
경상북도 예천군 보문면 수계리	경상북도 예천군 보문면 수계리	4790035044
경상북도 예천군 보문면 승본리	경상북도 예천군 보문면 승본리	4790035036
경상북도 예천군 보문면 신월리	경상북도 예천군 보문면 신월리	4790035035
경상북도 예천군 보문면 오신리	경상북도 예천군 보문면 오신리	4790035043
경상북도 예천군 보문면 오암리	경상북도 예천군 보문면 오암리	4790035046
경상북도 예천군 보문면 옥천리	경상북도 예천군 보문면 옥천리	4790035039
경상북도 예천군 보문면 우래리	경상북도 예천군 보문면 우래리	4790035041
경상북도 예천군 보문면 작곡리	경상북도 예천군 보문면 작곡리	4790035045
경상북도 예천군 예천읍 갈구리	경상북도 예천군 예천읍 갈구리	4790025035
경상북도 예천군 예천읍 고평리	경상북도 예천군 예천읍 고평리	4790025038
경상북도 예천군 예천읍 남본리	경상북도 예천군 예천읍 남본리	4790025025
경상북도 예천군 예천읍 노상리	경상북도 예천군 예천읍 노상리	4790025022
경상북도 예천군 예천읍 노하리	경상북도 예천군 예천읍 노하리	4790025021
경상북도 예천군 예천읍 대심리	경상북도 예천군 예천읍 대심리	4790025027
경상북도 예천군 예천읍 동본리	경상북도 예천군 예천읍 동본리	4790025024
경상북도 예천군 예천읍 백전리	경상북도 예천군 예천읍 백전리	4790025023
경상북도 예천군 예천읍 상동리	경상북도 예천군 예천읍 상동리	4790025039
경상북도 예천군 예천읍 생천리	경상북도 예천군 예천읍 생천리	4790025036
경상북도 예천군 예천읍 서본리	경상북도 예천군 예천읍 서본리	4790025026
경상북도 예천군 예천읍 석정리	경상북도 예천군 예천읍 석정리	4790025028
경상북도 예천군 예천읍 왕신리	경상북도 예천군 예천읍 왕신리	4790025031
경상북도 예천군 예천읍 용산리	경상북도 예천군 예천읍 용산리	4790025037
경상북도 예천군 예천읍 우계리	경상북도 예천군 예천읍 우계리	4790025034
경상북도 예천군 예천읍 지내리	경상북도 예천군 예천읍 지내리	4790025029
경상북도 예천군 예천읍 청복리	경상북도 예천군 예천읍 청복리	4790025032
경상북도 예천군 예천읍 통명리	경상북도 예천군 예천읍 통명리	4790025033
경상북도 예천군 용궁면 가야리	경상북도 예천군 용궁면 가야리	4790038023
경상북도 예천군 용궁면 금남리	경상북도 예천군 용궁면 금남리	4790038022
경상북도 예천군 용궁면 대은리	경상북도 예천군 용궁면 대은리	4790038026
경상북도 예천군 용궁면 덕계리	경상북도 예천군 용궁면 덕계리	4790038031
경상북도 예천군 용궁면 무이리	경상북도 예천군 용궁면 무이리	4790038024
경상북도 예천군 용궁면 무지리	경상북도 예천군 용궁면 무지리	4790038027
경상북도 예천군 용궁면 산택리	경상북도 예천군 용궁면 산택리	4790038028
경상북도 예천군 용궁면 송암리	경상북도 예천군 용궁면 송암리	4790038030
경상북도 예천군 용궁면 월오리	경상북도 예천군 용궁면 월오리	4790038029
경상북도 예천군 용궁면 읍부리	경상북도 예천군 용궁면 읍부리	4790038021
경상북도 예천군 용궁면 향석리	경상북도 예천군 용궁면 향석리	4790038025
경상북도 예천군 용문면 구계리	경상북도 예천군 용문면 구계리	4790031045
경상북도 예천군 용문면 내지리	경상북도 예천군 용문면 내지리	4790031050
경상북도 예천군 용문면 노사리	경상북도 예천군 용문면 노사리	4790031044
경상북도 예천군 용문면 능천리	경상북도 예천군 용문면 능천리	4790031053
경상북도 예천군 용문면 대제리	경상북도 예천군 용문면 대제리	4790031055
경상북도 예천군 용문면 덕신리	경상북도 예천군 용문면 덕신리	4790031042
경상북도 예천군 용문면 두천리	경상북도 예천군 용문면 두천리	4790031048
경상북도 예천군 용문면 방송리	경상북도 예천군 용문면 방송리	4790031043
경상북도 예천군 용문면 사부리	경상북도 예천군 용문면 사부리	4790031049
경상북도 예천군 용문면 상금곡리	경상북도 예천군 용문면 상금곡리	4790031039
경상북도 예천군 용문면 선리	경상북도 예천군 용문면 선리	4790031052
경상북도 예천군 용문면 성현리	경상북도 예천군 용문면 성현리	4790031041
경상북도 예천군 용문면 원류리	경상북도 예천군 용문면 원류리	4790031051
경상북도 예천군 용문면 제곡리	경상북도 예천군 용문면 제곡리	4790031054
경상북도 예천군 용문면 죽림리	경상북도 예천군 용문면 죽림리	4790031046
경상북도 예천군 용문면 직리	경상북도 예천군 용문면 직리	4790031047
경상북도 예천군 용문면 하금곡리	경상북도 예천군 용문면 하금곡리	4790031040
경상북도 예천군 용문면 하학리	경상북도 예천군 용문면 하학리	4790031056
경상북도 예천군 유천면 가리	경상북도 예천군 유천면 가리	4790037060
경상북도 예천군 유천면 고림리	경상북도 예천군 유천면 고림리	4790037053
경상북도 예천군 유천면 고산리	경상북도 예천군 유천면 고산리	4790037042
경상북도 예천군 유천면 광전리	경상북도 예천군 유천면 광전리	4790037044
경상북도 예천군 유천면 마천리	경상북도 예천군 유천면 마천리	4790037050
경상북도 예천군 유천면 매산리	경상북도 예천군 유천면 매산리	4790037059
경상북도 예천군 유천면 사곡리	경상북도 예천군 유천면 사곡리	4790037052
경상북도 예천군 유천면 성평리	경상북도 예천군 유천면 성평리	4790037043
경상북도 예천군 유천면 손기리	경상북도 예천군 유천면 손기리	4790037045
경상북도 예천군 유천면 송전리	경상북도 예천군 유천면 송전리	4790037047
경상북도 예천군 유천면 송지리	경상북도 예천군 유천면 송지리	4790037054
경상북도 예천군 유천면 수심리	경상북도 예천군 유천면 수심리	4790037046
경상북도 예천군 유천면 연천리	경상북도 예천군 유천면 연천리	4790037056
경상북도 예천군 유천면 용암리	경상북도 예천군 유천면 용암리	4790037057
경상북도 예천군 유천면 율현리	경상북도 예천군 유천면 율현리	4790037055
경상북도 예천군 유천면 죽안리	경상북도 예천군 유천면 죽안리	4790037049
경상북도 예천군 유천면 중평리	경상북도 예천군 유천면 중평리	4790037048
경상북도 예천군 유천면 초적리	경상북도 예천군 유천면 초적리	4790037058
경상북도 예천군 유천면 화전리	경상북도 예천군 유천면 화전리	4790037051
경상북도 예천군 유천면 화지리	경상북도 예천군 유천면 화지리	4790037041
경상북도 예천군 은풍면 금곡리	경상북도 예천군 은풍면 금곡리	4790043026
경상북도 예천군 은풍면 동사리	경상북도 예천군 은풍면 동사리	4790043023
경상북도 예천군 은풍면 부초리	경상북도 예천군 은풍면 부초리	4790043029
경상북도 예천군 은풍면 송월리	경상북도 예천군 은풍면 송월리	4790043025
경상북도 예천군 은풍면 시항리	경상북도 예천군 은풍면 시항리	4790043030
경상북도 예천군 은풍면 오류리	경상북도 예천군 은풍면 오류리	4790043027
경상북도 예천군 은풍면 우곡리	경상북도 예천군 은풍면 우곡리	4790043021
경상북도 예천군 은풍면 율곡리	경상북도 예천군 은풍면 율곡리	4790043028
경상북도 예천군 은풍면 은산리	경상북도 예천군 은풍면 은산리	4790043024
경상북도 예천군 은풍면 탑리	경상북도 예천군 은풍면 탑리	4790043022
경상북도 예천군 지보면 대죽리	경상북도 예천군 지보면 대죽리	4790040026
경상북도 예천군 지보면 도장리	경상북도 예천군 지보면 도장리	4790040034
경상북도 예천군 지보면 도화리	경상북도 예천군 지보면 도화리	4790040024
경상북도 예천군 지보면 마산리	경상북도 예천군 지보면 마산리	4790040035
경상북도 예천군 지보면 마전리	경상북도 예천군 지보면 마전리	4790040022
경상북도 예천군 지보면 만화리	경상북도 예천군 지보면 만화리	4790040032
경상북도 예천군 지보면 매창리	경상북도 예천군 지보면 매창리	4790040033
경상북도 예천군 지보면 상월리	경상북도 예천군 지보면 상월리	4790040031
경상북도 예천군 지보면 소화리	경상북도 예천군 지보면 소화리	4790040021
경상북도 예천군 지보면 송평리	경상북도 예천군 지보면 송평리	4790040029
경상북도 예천군 지보면 수월리	경상북도 예천군 지보면 수월리	4790040030
경상북도 예천군 지보면 신풍리	경상북도 예천군 지보면 신풍리	4790040025
경상북도 예천군 지보면 암천리	경상북도 예천군 지보면 암천리	4790040027
경상북도 예천군 지보면 어신리	경상북도 예천군 지보면 어신리	4790040028
경상북도 예천군 지보면 지보리	경상북도 예천군 지보면 지보리	4790040023
경상북도 예천군 풍양면 고산리	경상북도 예천군 풍양면 고산리	4790041038
경상북도 예천군 풍양면 공덕리	경상북도 예천군 풍양면 공덕리	4790041039
경상북도 예천군 풍양면 괴당리	경상북도 예천군 풍양면 괴당리	4790041037
경상북도 예천군 풍양면 낙상리	경상북도 예천군 풍양면 낙상리	4790041040
경상북도 예천군 풍양면 삼강리	경상북도 예천군 풍양면 삼강리	4790041027
경상북도 예천군 풍양면 오지리	경상북도 예천군 풍양면 오지리	4790041028
경상북도 예천군 풍양면 와룡리	경상북도 예천군 풍양면 와룡리	4790041041
경상북도 예천군 풍양면 우망리	경상북도 예천군 풍양면 우망리	4790041021
경상북도 예천군 풍양면 청곡리	경상북도 예천군 풍양면 청곡리	4790041022
경상북도 예천군 풍양면 청운리	경상북도 예천군 풍양면 청운리	4790041025
경상북도 예천군 풍양면 풍신리	경상북도 예천군 풍양면 풍신리	4790041036
경상북도 예천군 풍양면 하풍리	경상북도 예천군 풍양면 하풍리	4790041026
경상북도 예천군 풍양면 효갈리	경상북도 예천군 풍양면 효갈리	4790041042
경상북도 예천군 풍양면 흔효리	경상북도 예천군 풍양면 흔효리	4790041023
경상북도 예천군 풍양면 흥천리	경상북도 예천군 풍양면 흥천리	4790041024
경상북도 예천군 호명면 금능리	경상북도 예천군 호명면 금능리	4790036040
경상북도 예천군 호명면 내신리	경상북도 예천군 호명면 내신리	4790036051
경상북도 예천군 호명면 담암리	경상북도 예천군 호명면 담암리	4790036052
경상북도 예천군 호명면 백송리	경상북도 예천군 호명면 백송리	4790036045
경상북도 예천군 호명면 본리	경상북도 예천군 호명면 본리	4790036042
경상북도 예천군 호명면 본포리	경상북도 예천군 호명면 본포리	4790036037
경상북도 예천군 호명면 산합리	경상북도 예천군 호명면 산합리	4790036046
경상북도 예천군 호명면 송곡리	경상북도 예천군 호명면 송곡리	4790036039
경상북도 예천군 호명면 오천리	경상북도 예천군 호명면 오천리	4790036044
경상북도 예천군 호명면 원곡리	경상북도 예천군 호명면 원곡리	4790036038
경상북도 예천군 호명면 월포리	경상북도 예천군 호명면 월포리	4790036049
경상북도 예천군 호명면 종산리	경상북도 예천군 호명면 종산리	4790036050
경상북도 예천군 호명면 직산리	경상북도 예천군 호명면 직산리	4790036047
경상북도 예천군 호명면 한어리	경상북도 예천군 호명면 한어리	4790036041
경상북도 예천군 호명면 형호리	경상북도 예천군 호명면 형호리	4790036043
경상북도 예천군 호명면 황지리	경상북도 예천군 호명면 황지리	4790036048
경상북도 예천군 효자면 고항리	경상북도 예천군 효자면 고항리	4790042028
경상북도 예천군 효자면 도촌리	경상북도 예천군 효자면 도촌리	4790042021
경상북도 예천군 효자면 두성리	경상북도 예천군 효자면 두성리	4790042025
경상북도 예천군 효자면 명봉리	경상북도 예천군 효자면 명봉리	4790042023
경상북도 예천군 효자면 백석리	경상북도 예천군 효자면 백석리	4790042026
경상북도 예천군 효자면 보곡리	경상북도 예천군 효자면 보곡리	4790042030
경상북도 예천군 효자면 사곡리	경상북도 예천군 효자면 사곡리	4790042022
경상북도 예천군 효자면 석묘리	경상북도 예천군 효자면 석묘리	4790042029
경상북도 예천군 효자면 용두리	경상북도 예천군 효자면 용두리	4790042024
경상북도 예천군 효자면 초항리	경상북도 예천군 효자면 초항리	4790042027
경상북도 울릉군 북면 나리	경상북도 울릉군 북면 나리	4794032025
경상북도 울릉군 북면 천부리	경상북도 울릉군 북면 천부리	4794032024
경상북도 울릉군 북면 현포리	경상북도 울릉군 북면 현포리	4794032026
경상북도 울릉군 서면 남서리	경상북도 울릉군 서면 남서리	4794031025
경상북도 울릉군 서면 남양리	경상북도 울릉군 서면 남양리	4794031024
경상북도 울릉군 서면 태하리	경상북도 울릉군 서면 태하리	4794031026
경상북도 울릉군 울릉읍 도동리	경상북도 울릉군 울릉읍 도동리	4794025024
경상북도 울릉군 울릉읍 사동리	경상북도 울릉군 울릉읍 사동리	4794025026
경상북도 울릉군 울릉읍 저동리	경상북도 울릉군 울릉읍 저동리	4794025025
경상북도 울진군 근남면 구산리	경상북도 울진군 근남면 구산리	4793033025
경상북도 울진군 근남면 노음리	경상북도 울진군 근남면 노음리	4793033021
경상북도 울진군 근남면 산포리	경상북도 울진군 근남면 산포리	4793033027
경상북도 울진군 근남면 수곡리	경상북도 울진군 근남면 수곡리	4793033024
경상북도 울진군 근남면 수산리	경상북도 울진군 근남면 수산리	4793033022
경상북도 울진군 근남면 진복리	경상북도 울진군 근남면 진복리	4793033026
경상북도 울진군 근남면 행곡리	경상북도 울진군 근남면 행곡리	4793033023
경상북도 울진군 금강송면 광회리	경상북도 울진군 금강송면 광회리	4793039027
경상북도 울진군 금강송면 삼근리	경상북도 울진군 금강송면 삼근리	4793039021
경상북도 울진군 금강송면 소광리	경상북도 울진군 금강송면 소광리	4793039025
경상북도 울진군 금강송면 쌍전리	경상북도 울진군 금강송면 쌍전리	4793039024
경상북도 울진군 금강송면 왕피리	경상북도 울진군 금강송면 왕피리	4793039023
경상북도 울진군 금강송면 전곡리	경상북도 울진군 금강송면 전곡리	4793039026
경상북도 울진군 금강송면 하원리	경상북도 울진군 금강송면 하원리	4793039022
경상북도 울진군 기성면 구산리	경상북도 울진군 기성면 구산리	4793035031
경상북도 울진군 기성면 기성리	경상북도 울진군 기성면 기성리	4793035022
경상북도 울진군 기성면 다천리	경상북도 울진군 기성면 다천리	4793035028
경상북도 울진군 기성면 망양리	경상북도 울진군 기성면 망양리	4793035024
경상북도 울진군 기성면 방율리	경상북도 울진군 기성면 방율리	4793035026
경상북도 울진군 기성면 봉산리	경상북도 울진군 기성면 봉산리	4793035032
경상북도 울진군 기성면 사동리	경상북도 울진군 기성면 사동리	4793035023
경상북도 울진군 기성면 삼산리	경상북도 울진군 기성면 삼산리	4793035025
경상북도 울진군 기성면 이평리	경상북도 울진군 기성면 이평리	4793035027
경상북도 울진군 기성면 정명리	경상북도 울진군 기성면 정명리	4793035029
경상북도 울진군 기성면 척산리	경상북도 울진군 기성면 척산리	4793035021
경상북도 울진군 기성면 황보리	경상북도 울진군 기성면 황보리	4793035030
경상북도 울진군 매화면 갈면리	경상북도 울진군 매화면 갈면리	4793040027
경상북도 울진군 매화면 금매리	경상북도 울진군 매화면 금매리	4793040022
경상북도 울진군 매화면 기양리	경상북도 울진군 매화면 기양리	4793040026
경상북도 울진군 매화면 길곡리	경상북도 울진군 매화면 길곡리	4793040028
경상북도 울진군 매화면 덕신리	경상북도 울진군 매화면 덕신리	4793040024
경상북도 울진군 매화면 매화리	경상북도 울진군 매화면 매화리	4793040021
경상북도 울진군 매화면 신흥리	경상북도 울진군 매화면 신흥리	4793040025
경상북도 울진군 매화면 오산리	경상북도 울진군 매화면 오산리	4793040023
경상북도 울진군 북면 검성리	경상북도 울진군 북면 검성리	4793031023
경상북도 울진군 북면 고목리	경상북도 울진군 북면 고목리	4793031031
경상북도 울진군 북면 나곡리	경상북도 울진군 북면 나곡리	4793031022
경상북도 울진군 북면 덕구리	경상북도 울진군 북면 덕구리	4793031025
경상북도 울진군 북면 덕천리	경상북도 울진군 북면 덕천리	4793031033
경상북도 울진군 북면 두천리	경상북도 울진군 북면 두천리	4793031027
경상북도 울진군 북면 부구리	경상북도 울진군 북면 부구리	4793031021
경상북도 울진군 북면 사계리	경상북도 울진군 북면 사계리	4793031029
경상북도 울진군 북면 상당리	경상북도 울진군 북면 상당리	4793031026
경상북도 울진군 북면 소곡리	경상북도 울진군 북면 소곡리	4793031030
경상북도 울진군 북면 신화리	경상북도 울진군 북면 신화리	4793031032
경상북도 울진군 북면 주인리	경상북도 울진군 북면 주인리	4793031024
경상북도 울진군 북면 하당리	경상북도 울진군 북면 하당리	4793031028
경상북도 울진군 온정면 광품리	경상북도 울진군 온정면 광품리	4793036027
경상북도 울진군 온정면 금천리	경상북도 울진군 온정면 금천리	4793036026
경상북도 울진군 온정면 덕산리	경상북도 울진군 온정면 덕산리	4793036024
경상북도 울진군 온정면 덕인리	경상북도 울진군 온정면 덕인리	4793036025
경상북도 울진군 온정면 선구리	경상북도 울진군 온정면 선구리	4793036028
경상북도 울진군 온정면 소태리	경상북도 울진군 온정면 소태리	4793036021
경상북도 울진군 온정면 온정리	경상북도 울진군 온정면 온정리	4793036022
경상북도 울진군 온정면 외선미리	경상북도 울진군 온정면 외선미리	4793036029
경상북도 울진군 온정면 조금리	경상북도 울진군 온정면 조금리	4793036023
경상북도 울진군 울진읍 고성리	경상북도 울진군 울진읍 고성리	4793025026
경상북도 울진군 울진읍 대흥리	경상북도 울진군 울진읍 대흥리	4793025029
경상북도 울진군 울진읍 명도리	경상북도 울진군 울진읍 명도리	4793025025
경상북도 울진군 울진읍 신림리	경상북도 울진군 울진읍 신림리	4793025028
경상북도 울진군 울진읍 연지리	경상북도 울진군 울진읍 연지리	4793025023
