원본	매칭용처리후	법정동코드
경상북도 울진군 울진읍 온양리	경상북도 울진군 울진읍 온양리	4793025024
경상북도 울진군 울진읍 읍남리	경상북도 울진군 울진읍 읍남리	4793025022
경상북도 울진군 울진읍 읍내리	경상북도 울진군 울진읍 읍내리	4793025021
경상북도 울진군 울진읍 정림리	경상북도 울진군 울진읍 정림리	4793025027
경상북도 울진군 울진읍 호월리	경상북도 울진군 울진읍 호월리	4793025030
경상북도 울진군 죽변면 봉평리	경상북도 울진군 죽변면 봉평리	4793037024
경상북도 울진군 죽변면 죽변리	경상북도 울진군 죽변면 죽변리	4793037021
경상북도 울진군 죽변면 화성리	경상북도 울진군 죽변면 화성리	4793037023
경상북도 울진군 죽변면 후정리	경상북도 울진군 죽변면 후정리	4793037022
경상북도 울진군 평해읍 거일리	경상북도 울진군 평해읍 거일리	4793025327
경상북도 울진군 평해읍 삼달리	경상북도 울진군 평해읍 삼달리	4793025323
경상북도 울진군 평해읍 오곡리	경상북도 울진군 평해읍 오곡리	4793025324
경상북도 울진군 평해읍 월송리	경상북도 울진군 평해읍 월송리	4793025325
경상북도 울진군 평해읍 직산리	경상북도 울진군 평해읍 직산리	4793025326
경상북도 울진군 평해읍 평해리	경상북도 울진군 평해읍 평해리	4793025321
경상북도 울진군 평해읍 학곡리	경상북도 울진군 평해읍 학곡리	4793025322
경상북도 울진군 후포면 금음리	경상북도 울진군 후포면 금음리	4793038023
경상북도 울진군 후포면 삼율리	경상북도 울진군 후포면 삼율리	4793038022
경상북도 울진군 후포면 후포리	경상북도 울진군 후포면 후포리	4793038021
경상북도 의성군 가음면 가산리	경상북도 의성군 가음면 가산리	4773036031
경상북도 의성군 가음면 귀천리	경상북도 의성군 가음면 귀천리	4773036032
경상북도 의성군 가음면 순호리	경상북도 의성군 가음면 순호리	4773036033
경상북도 의성군 가음면 양지리	경상북도 의성군 가음면 양지리	4773036030
경상북도 의성군 가음면 이리	경상북도 의성군 가음면 이리	4773036029
경상북도 의성군 가음면 장리	경상북도 의성군 가음면 장리	4773036028
경상북도 의성군 가음면 현리리	경상북도 의성군 가음면 현리리	4773036034
경상북도 의성군 구천면 내산리	경상북도 의성군 구천면 내산리	4773040037
경상북도 의성군 구천면 모흥리	경상북도 의성군 구천면 모흥리	4773040032
경상북도 의성군 구천면 미천리	경상북도 의성군 구천면 미천리	4773040039
경상북도 의성군 구천면 소호리	경상북도 의성군 구천면 소호리	4773040035
경상북도 의성군 구천면 용사리	경상북도 의성군 구천면 용사리	4773040036
경상북도 의성군 구천면 위성리	경상북도 의성군 구천면 위성리	4773040031
경상북도 의성군 구천면 유산리	경상북도 의성군 구천면 유산리	4773040038
경상북도 의성군 구천면 장국리	경상북도 의성군 구천면 장국리	4773040034
경상북도 의성군 구천면 조성리	경상북도 의성군 구천면 조성리	4773040033
경상북도 의성군 구천면 청산리	경상북도 의성군 구천면 청산리	4773040040
경상북도 의성군 금성면 개일리	경상북도 의성군 금성면 개일리	4773037047
경상북도 의성군 금성면 구련리	경상북도 의성군 금성면 구련리	4773037044
경상북도 의성군 금성면 대리리	경상북도 의성군 금성면 대리리	4773037037
경상북도 의성군 금성면 도경리	경상북도 의성군 금성면 도경리	4773037046
경상북도 의성군 금성면 만천리	경상북도 의성군 금성면 만천리	4773037041
경상북도 의성군 금성면 명덕리	경상북도 의성군 금성면 명덕리	4773037045
경상북도 의성군 금성면 산운리	경상북도 의성군 금성면 산운리	4773037049
경상북도 의성군 금성면 수정리	경상북도 의성군 금성면 수정리	4773037050
경상북도 의성군 금성면 운곡리	경상북도 의성군 금성면 운곡리	4773037040
경상북도 의성군 금성면 제오리	경상북도 의성군 금성면 제오리	4773037039
경상북도 의성군 금성면 청로리	경상북도 의성군 금성면 청로리	4773037048
경상북도 의성군 금성면 초전리	경상북도 의성군 금성면 초전리	4773037043
경상북도 의성군 금성면 탑리리	경상북도 의성군 금성면 탑리리	4773037036
경상북도 의성군 금성면 하리	경상북도 의성군 금성면 하리	4773037042
경상북도 의성군 금성면 학미리	경상북도 의성군 금성면 학미리	4773037038
경상북도 의성군 다인면 가원리	경상북도 의성군 다인면 가원리	4773044038
경상북도 의성군 다인면 달제리	경상북도 의성군 다인면 달제리	4773044047
경상북도 의성군 다인면 덕미리	경상북도 의성군 다인면 덕미리	4773044043
경상북도 의성군 다인면 덕지리	경상북도 의성군 다인면 덕지리	4773044042
경상북도 의성군 다인면 도암리	경상북도 의성군 다인면 도암리	4773044040
경상북도 의성군 다인면 봉정리	경상북도 의성군 다인면 봉정리	4773044046
경상북도 의성군 다인면 산내리	경상북도 의성군 다인면 산내리	4773044037
경상북도 의성군 다인면 삼분리	경상북도 의성군 다인면 삼분리	4773044048
경상북도 의성군 다인면 서릉리	경상북도 의성군 다인면 서릉리	4773044036
경상북도 의성군 다인면 송호리	경상북도 의성군 다인면 송호리	4773044039
경상북도 의성군 다인면 신락리	경상북도 의성군 다인면 신락리	4773044050
경상북도 의성군 다인면 양서리	경상북도 의성군 다인면 양서리	4773044044
경상북도 의성군 다인면 외정리	경상북도 의성군 다인면 외정리	4773044049
경상북도 의성군 다인면 용곡리	경상북도 의성군 다인면 용곡리	4773044045
경상북도 의성군 다인면 용무리	경상북도 의성군 다인면 용무리	4773044051
경상북도 의성군 다인면 평림리	경상북도 의성군 다인면 평림리	4773044041
경상북도 의성군 단밀면 낙정리	경상북도 의성군 단밀면 낙정리	4773041036
경상북도 의성군 단밀면 생송리	경상북도 의성군 단밀면 생송리	4773041035
경상북도 의성군 단밀면 서제리	경상북도 의성군 단밀면 서제리	4773041033
경상북도 의성군 단밀면 속암리	경상북도 의성군 단밀면 속암리	4773041029
경상북도 의성군 단밀면 용곡리	경상북도 의성군 단밀면 용곡리	4773041030
경상북도 의성군 단밀면 위중리	경상북도 의성군 단밀면 위중리	4773041031
경상북도 의성군 단밀면 주선리	경상북도 의성군 단밀면 주선리	4773041032
경상북도 의성군 단밀면 팔등리	경상북도 의성군 단밀면 팔등리	4773041034
경상북도 의성군 단북면 노연리	경상북도 의성군 단북면 노연리	4773042029
경상북도 의성군 단북면 성암리	경상북도 의성군 단북면 성암리	4773042033
경상북도 의성군 단북면 신하리	경상북도 의성군 단북면 신하리	4773042034
경상북도 의성군 단북면 연제리	경상북도 의성군 단북면 연제리	4773042031
경상북도 의성군 단북면 이연리	경상북도 의성군 단북면 이연리	4773042028
경상북도 의성군 단북면 정안리	경상북도 의성군 단북면 정안리	4773042030
경상북도 의성군 단북면 효제리	경상북도 의성군 단북면 효제리	4773042032
경상북도 의성군 단촌면 관덕리	경상북도 의성군 단촌면 관덕리	4773031033
경상북도 의성군 단촌면 구계리	경상북도 의성군 단촌면 구계리	4773031035
경상북도 의성군 단촌면 방하리	경상북도 의성군 단촌면 방하리	4773031036
경상북도 의성군 단촌면 병방리	경상북도 의성군 단촌면 병방리	4773031034
경상북도 의성군 단촌면 상화리	경상북도 의성군 단촌면 상화리	4773031032
경상북도 의성군 단촌면 세촌리	경상북도 의성군 단촌면 세촌리	4773031030
경상북도 의성군 단촌면 장림리	경상북도 의성군 단촌면 장림리	4773031037
경상북도 의성군 단촌면 하화리	경상북도 의성군 단촌면 하화리	4773031031
경상북도 의성군 단촌면 후평리	경상북도 의성군 단촌면 후평리	4773031038
경상북도 의성군 봉양면 구미리	경상북도 의성군 봉양면 구미리	4773038042
경상북도 의성군 봉양면 구산리	경상북도 의성군 봉양면 구산리	4773038037
경상북도 의성군 봉양면 길천리	경상북도 의성군 봉양면 길천리	4773038043
경상북도 의성군 봉양면 도원리	경상북도 의성군 봉양면 도원리	4773038039
경상북도 의성군 봉양면 문흥리	경상북도 의성군 봉양면 문흥리	4773038044
경상북도 의성군 봉양면 분토리	경상북도 의성군 봉양면 분토리	4773038045
경상북도 의성군 봉양면 사부리	경상북도 의성군 봉양면 사부리	4773038041
경상북도 의성군 봉양면 삼산리	경상북도 의성군 봉양면 삼산리	4773038034
경상북도 의성군 봉양면 신평리	경상북도 의성군 봉양면 신평리	4773038038
경상북도 의성군 봉양면 안평리	경상북도 의성군 봉양면 안평리	4773038046
경상북도 의성군 봉양면 장대리	경상북도 의성군 봉양면 장대리	4773038035
경상북도 의성군 봉양면 풍리리	경상북도 의성군 봉양면 풍리리	4773038036
경상북도 의성군 봉양면 화전리	경상북도 의성군 봉양면 화전리	4773038040
경상북도 의성군 비안면 도암리	경상북도 의성군 비안면 도암리	4773039047
경상북도 의성군 비안면 동부리	경상북도 의성군 비안면 동부리	4773039035
경상북도 의성군 비안면 산제리	경상북도 의성군 비안면 산제리	4773039044
경상북도 의성군 비안면 서부리	경상북도 의성군 비안면 서부리	4773039036
경상북도 의성군 비안면 쌍계리	경상북도 의성군 비안면 쌍계리	4773039046
경상북도 의성군 비안면 옥연리	경상북도 의성군 비안면 옥연리	4773039037
경상북도 의성군 비안면 외곡리	경상북도 의성군 비안면 외곡리	4773039041
경상북도 의성군 비안면 용남리	경상북도 의성군 비안면 용남리	4773039039
경상북도 의성군 비안면 용천리	경상북도 의성군 비안면 용천리	4773039038
경상북도 의성군 비안면 이두리	경상북도 의성군 비안면 이두리	4773039040
경상북도 의성군 비안면 자락리	경상북도 의성군 비안면 자락리	4773039042
경상북도 의성군 비안면 장춘리	경상북도 의성군 비안면 장춘리	4773039048
